text,user,ts
"第３回生成AIキャッチアップミーティング終了しました:blob_smile_happy_eyes:多数のご参加ありがとうございました:+1:
今回、プロンプトの工夫についての掘り下げが個人的に印象深かったです。今非常に求められる技術になりつつあるので、学んでいきたいなと思います:blob_smile_happy_eyes:
今回も前回と同様に、
ZOOM文字起こしから個人情報を削除してsonnet４で議事録まとめ（Amazon Q dev CLI）
↓
議事録テキストからGPT5でグラレコ作成
↓
グラレコとテキストから、sonnet４でHTMLに記事まとめ
<https://ai-catchup-meeting.pages.dev/>
↓
会の概要テキストと議事録テキストから、notebooklmでポッドキャスト作成（なんか今回時間がかかってるので後日公開します）
してみました:blob_smile_happy_eyes:
次回は10月28日に開催したいと思います:blob-wave:また、各話題の掘り下げや追加、質問等あればどしどしSlackでやりとりできればと思います:+1:よろしくお願いします:+1:",古川格(運営),2025-09-24 00:21:13.645859
"zoomリンクです :star-struck:
<https://us06web.zoom.us/j/87154219625?pwd=LXjMkIZgOA8rSUBNOhBj0Bm6KwDj9z.1|https://us06web.zoom.us/j/87154219625?pwd=LXjMkIZgOA8rSUBNOhBj0Bm6KwDj9z.1>",古川格(運営),2025-09-23 20:23:25.103319
"Re:少し送れるかもしれません:sweat_drops:
急ぎます！",諸岡克典,2025-09-23 21:37:46.572829
Re:こんばんは:blush:今日もミュートで参加しますのでよろしくおねがいします:+1:,眞子 美幸,2025-09-23 21:58:42.467089
Re:<https://saga-it-community-day.github.io/>,Tetsuya Shibao,2025-09-23 21:58:59.376529
Re:22時4分より始めます,古川格(運営),2025-09-23 22:02:45.932729
Re:チャットはこちらのスレッドでお願いします,古川格(運営),2025-09-23 22:03:01.612979
Re:すみません、AIとは関係ありませんが、スクロールのブログの件でお尋ねします。プロモートの欄は記入必須ですか？,眞子 美幸,2025-09-23 22:03:39.112009
Re:了解です！ありがとうございます,眞子 美幸,2025-09-23 22:04:09.832189
Re:おけまる（見えてます,Tetsuya Shibao,2025-09-23 22:04:33.071549
Re:見えてます！,眞子 美幸,2025-09-23 22:04:44.090989
Re:おけまる（聞こえてます,Tetsuya Shibao,2025-09-23 22:04:45.940289
Re:ちゃっぴーと、要件定義の会話中です（Kiro渡す前にゴリゴリ書いてる,Tetsuya Shibao,2025-09-23 22:05:43.635699
Re:補足）ちゃっぴー≒ChatGPTです,Tetsuya Shibao,2025-09-23 22:06:40.718359
Re:事務職をやってます！眞子です。職場でもコパイロット使用解禁されたので、これから勉強して業務に活かしていきたいと思いますのでよろしくお願いします:smile:,眞子 美幸,2025-09-23 22:07:21.885869
Re:すみません！耳だけ参加させていただきます:pray:,後藤江見,2025-09-23 22:08:22.968919
Re:<https://bolt.new/>,Tetsuya Shibao,2025-09-23 22:13:25.619209
"Re:アイスブレイク

もしAIが今日の自分を記事化したら？
「寝坊→革命的スヌーズ法の発見」
「朝食を抜いた結果→新しい断食ダイエットの実証実験」
「駅までダッシュ→自己最速タイム更新か？」

昼編
「会議中にアイデア閃く→議事録より熱い裏メモ誕生」
「コンビニで迷う→おにぎりvsパン、世紀の選択」
「昼休みスマホ→5分で世界のニュースを制覇」",大久保吉徳,2025-09-23 22:13:55.332819
"Re:v0派
<https://v0.app/>",Tetsuya Shibao,2025-09-23 22:13:58.576469
Re:<https://shift-ai.co.jp/blog/10383/>,古川格(運営),2025-09-23 22:14:29.460159
Re:v0いいぞおじさん「v0いいぞ」,Tetsuya Shibao,2025-09-23 22:15:16.181829
Re:<https://lovable.dev/|Lovable>,安田　健一,2025-09-23 22:15:48.446259
Re:Figma MCPもありますしねー,Tetsuya Shibao,2025-09-23 22:16:48.960159
Re:社内だと、Figma MCPでUI開発爆速にしたいうてはったです,Tetsuya Shibao,2025-09-23 22:17:08.827829
"Re:まじん
<https://note.com/majin_108/n/n5586e08b7c5c>",Tetsuya Shibao,2025-09-23 22:18:22.894919
"Re:Soraを超えてーらららー
<https://openai.com/ja-JP/sora/>",Tetsuya Shibao,2025-09-23 22:18:41.796529
Re:<https://suno.com/>,Tetsuya Shibao,2025-09-23 22:19:00.160159
"Re:sunoで作ったやつ
<https://sss-ixw8135.slack.com/archives/C02T5N5LMD3/p1757509708137549?thread_ts=1757509406.186189&amp;cid=C02T5N5LMD3>",Tetsuya Shibao,2025-09-23 22:19:58.248829
Re:<https://note.com/majin_108/n/nd11d1f88a939>,古川格(運営),2025-09-23 22:20:06.450139
"Re:歌詞を与えてもいいし、歌詞から与えてもいいし、
suno 3.5 は freeなのです（ということを最近知った",Tetsuya Shibao,2025-09-23 22:20:41.794219
Re:アインシュタインのペルソナとかがもし使えたら難しい数学も解読できたりするんですかね:sweat_smile:,眞子 美幸,2025-09-23 22:21:56.883699
Re:<https://www.ai-souken.com/article/building-personas-with-chatgpt>,古川格(運営),2025-09-23 22:22:01.776349
Re:マギシステムだ,Tetsuya Shibao,2025-09-23 22:23:01.430299
"Re:どーん
<https://www.oreilly.co.jp/books/9784814401130/>",Tetsuya Shibao,2025-09-23 22:25:19.852549
"Re:私のではありませんが、葉隠にも参加されていらっしゃる田代さんから、教えてもらいました。
独学するならMicrosoftの畠山さんのgithubはすごくまとめられてておすすめです
<https://github.com/dahatake/GenerativeAI-Prompt-Sample-Japanese>",眞子 美幸,2025-09-23 22:30:25.817749
"Re:CursorのRuleな話？
<https://zenn.dev/ks0318/articles/b8eb2c9396f9cb>",Tetsuya Shibao,2025-09-23 22:31:47.427489
"Re:深津さんは、<http://note.com|note.com> の CXO
<https://chapro.jp/prompt/2130/3547>",Tetsuya Shibao,2025-09-23 22:34:25.608209
"Re:ClaudeのXMLもあまり意識しなくなったなあ
<https://docs.claude.com/ja/docs/build-with-claude/prompt-engineering/use-xml-tags>",Tetsuya Shibao,2025-09-23 22:35:54.440929
"Re:今日とか、明日とかLLMは持っていないものだと思っているので、
明示的に2025-09-23とか渡してますね",Tetsuya Shibao,2025-09-23 22:36:27.746819
Re:UNIX Time渡せばいけるのか...？！,Tetsuya Shibao,2025-09-23 22:36:52.643829
"Re:これでした
<https://openai.com/ja-JP/index/introducing-chatgpt-agent/>",Tetsuya Shibao,2025-09-23 22:41:52.549709
Re:<https://gemini.google/students/?hl=ja>,Tetsuya Shibao,2025-09-23 22:43:23.134629
Re:小さなところで、ChatGPTはAndroid経由での契約とか...orz,Tetsuya Shibao,2025-09-23 22:44:43.037419
"Re:NRHD
<https://www.ouj.ac.jp/admission/gakubu/tuition/>",Tetsuya Shibao,2025-09-23 22:46:18.916659
Re:ローカルLLMは閉域環境な人ですかねえ,Tetsuya Shibao,2025-09-23 22:47:48.420499
Re:オプトアウト（学習外）できます、といっても不安な人は不安ですからね,Tetsuya Shibao,2025-09-23 22:48:20.156249
Re:あとは金で物を言う...,Tetsuya Shibao,2025-09-23 22:48:35.096969
"Re:興味深いお話をありがとうございました！
自分でも、もう少し勉強してみます:blush: 
お先に失礼します。",寺脇 千登勢,2025-09-23 22:55:33.147669
Re:本日もありがとうございました:+1:色んなお話が聞けて勉強になりました:raised_hands:お先に失礼します:pray:,眞子 美幸,2025-09-23 23:01:25.694039
Re:<https://www.youtube.com/watch?v=1Y2RXW8fSIM>,Tetsuya Shibao,2025-09-23 23:11:31.452639
"Re:【AI探検隊】
場　所：伊万里市民図書館 洋会議室
日　程：各回18:30～20:00
① 第1回：2024年5月31日(金)  生成AIとは何か？その歴史と発展
② 第2回：2024年6月14日(金)  文章生成AIの基本原理と使用方法
③ 第3回：2024年6月28日(金)  画像生成AIの紹介と仕組み
④ 第4回：2024年7月12日(金)  音楽生成AIの紹介とその仕組み
⑤ 第5回：2024年7月26日(金)  AIを活用したアート、デザインの紹介（仮）
⑥ 第6回：2024年8月9日(金)  AIを使った生活支援ツールの紹介（仮）",Tetsuya Shibao,2025-09-23 23:16:14.478419
"Re:べらべらアディショナルタイムでしゃべってすみませんが、
ちょっとドラモリ（24時まで）に行かないといけないので抜けやすー
おつかれさまでしたー",Tetsuya Shibao,2025-09-23 23:18:39.262049
Re:<https://sss-ixw8135.slack.com/archives/C02V07Y5G86/p1756222503613849>,古川格(運営),2025-09-23 23:18:44.236419
Re:本日もありがとうございました:relieved:,後藤江見,2025-09-23 23:24:21.728579
"本日の自習室利用予定
9月23日22時0分より生成AIキャッチアップ会

",U04AT4PJ8FR,2025-09-23 13:43:22.811169
"<!channel> 
リマインド :star-struck: 本日です :+1: 
<https://sss-ixw8135.slack.com/archives/C02V07Y5G86/p1758081602433139|https://sss-ixw8135.slack.com/archives/C02V07Y5G86/p1758081602433139>",古川格(運営),2025-09-23 13:16:07.205639
"Python勉強会終了しました:blob_smile_happy_eyes:参加の皆様ありがとうございました:blob-wave:
２時間黙々とPythonコード書いたの久々でした:fire:
エラーハンドリング、環境変数の処理などは、汎用性のある部分だと思いますのでぜひいろんなとこで使ってみてください:blob_smile_happy_eyes:
次回は、Streamlitでチュートリアル的なことをやった後に、回を分けて各自好きなWebアプリケーションを作るコンペ的な勉強会にできないかと考え中です:blob-wave:是非是非ご参加ください:+1:",古川格(運営),2025-09-21 23:47:03.728789
"Re:<@U02TAULQQ0L>
こんばんは:blush:次回の勉強会に向けて、streamlitなんぞや、、と自分なりにYouTubeなどで調べながらやってみました。
まずはpycharmでもできるのかと試しましたが、できませんでした（インタプリタ―の追加設定が必要？）
YouTubeの動画紹介通り、VSCodeでやってみましたが、ウィルスバスターのセキュリティに引っかかるみたいでできず、、というわけで参考までにどんなツールを使うか教えてもらえると助かります。事前に準備できるところはしておこうかと思いますのですみません:bow:streamlitのチュートリアルを動画で見ましたが、ぜひ自分でもやってみたいと思いました、皆さんで学習できのるが楽しみです:smile:",眞子 美幸,2025-09-28 22:07:00.787799
"Re:<@U095FJCNZ39> 
お疲れ様です :blob-wave: 予習していただいてるんですね :sparkles:ありがとうございます :sparkles:
エラーになりましたか :sweat_drops: 自分は経験上セキュリティ等に引っかかったことはなかったです。Pycharmでもライブラリさえインストールすれば問題なく使えると思います。よければエラーコードか画面等貼っていただけると解消出来るかもです :blob-wave:
勉強会としては、チュートリアルから基本的な使い方を抜粋してある程度動くところを共有し、その後各自でどんなアプリが作りたいかに応じて必要な動作を入れていくという形にしたいと思っております :blob-wave: ",古川格(運営),2025-09-29 00:52:17.171399
"Re:<@U02TAULQQ0L> 
返信ありがとうございます:bow:エラーやセキュリティ関連含めて勉強しないといけないと思ってますが､ネット検索やAIに聞いても解決に至らず、1人で勉強するのは難しいですね:sweat_smile:週末位しかまとまった時間が取れないので､今度の休みにでもまたやってみます:+1:また､エラーが出たら質問させてもらうかもしれませんがよろしくお願いします:bow:",眞子 美幸,2025-09-29 13:24:15.580809
"```from openai import OpenAI, APIStatusError, APIConnectionError
from openai import AuthenticationError, RateLimitError

from main import client, response

APIStatusError
from config import API_KEY, MODEL

client = OpenAI(api_key=API_KEY)
try:
    response = OpenAI(api_key=API_KEY)
try:
    response = client.responses.create(
        model=MODEL,
    )
    print(response.output_text)
except AuthenticationError:
    print(""認証エラー: APIキーを確認してください"")
except RateLimitError:
    print(""レート制限:しばらく待って再試行してください。"")
except APIConnectionError:
    print(""接続エラー:ネットワークやDNSを確認してください。"")
except APIStatusError as e:```
",大久保吉徳,2025-09-21 22:32:38.543069
"本日の資料です:blob-wave:Chatでのやり取りはZOOMでなくこちらのスレッドでお願いします:+1:
<https://hagakure-api-study2025.pages.dev/>",古川格(運営),2025-09-21 21:24:31.227099
Re:耳だけ参加させていただきます。,後藤江見,2025-09-21 21:31:07.583719
Re:こんばんは:smile:リビングで家族が世界陸上みているのでミュートで参加しますね:pray:手書き実装はやりながら参加しますのでよろしくお願いします:+1::skin-tone-2:,眞子 美幸,2025-09-21 21:34:05.324849
Re:よろしくお願いいたします:clap:,眞子 美幸,2025-09-21 21:40:19.579339
Re:APIキーは取得済みです,眞子 美幸,2025-09-21 21:41:48.705439
Re:見えてます,眞子 美幸,2025-09-21 21:43:15.945949
Re:エラーハンドリングは手書きしました！,眞子 美幸,2025-09-21 21:47:39.464309
"Re:code実装後、実行したところ

”テストメッセージを受け取りました。何かお手伝いできることがありますか？
プロセスは終了コード 0 で終了しました”

このメッセージが出力されました。エラーハンドリング成功でよろしいでしょうか？",眞子 美幸,2025-09-21 21:50:45.281139
Re:了解です！,眞子 美幸,2025-09-21 21:51:52.721039
Re:耳だけ参加させていただきます:man-bowing:,shinnya tsurumaru,2025-09-21 21:52:17.790029
"Re:APIキーを変更したところ
”認証エラ―:　APIキーを確認してください。

プロセスは終了コード 0 で終了しました”
が出力されましたので成功のようです:+1:",眞子 美幸,2025-09-21 21:56:21.338369
Re:了解です！,眞子 美幸,2025-09-21 21:59:09.935789
Re:わかりました,眞子 美幸,2025-09-21 22:01:38.592619
Re:main.py　成功しました！,寺脇 千登勢,2025-09-21 22:02:02.237819
Re:gitingnore に書いたファイルはgitにのせられないんですね,眞子 美幸,2025-09-21 22:10:46.946499
Re:情報漏洩防止対策に有効なんですね:+1:,眞子 美幸,2025-09-21 22:12:06.157059
Re:勉強になります,眞子 美幸,2025-09-21 22:12:29.596239
Re:エラーハンドリングコード動いたよ,古川格(運営),2025-09-21 22:26:05.155439
Re:1文字減らしたら、認証エラーが返ってきました。,寺脇 千登勢,2025-09-21 22:28:33.619929
Re:なんとかストリーミング成功しました:sweat_smile:,眞子 美幸,2025-09-21 22:31:12.545519
Re:わかりました！やってみますね:+1:,眞子 美幸,2025-09-21 22:33:00.298429
Re:会話をためるチャットにすすみますね！,眞子 美幸,2025-09-21 22:36:14.108489
"Re:スマートサムライでも、ちょうど前回try‐except文の回でした:man-bowing:
復習になりました:man-bowing:",shinnya tsurumaru,2025-09-21 22:54:09.875019
"Re:会話をためるチャットできました！
```print(chat.send(""自己紹介して""))
print(chat.send(""今の回答を短く3箇条で""))
print(chat.send(""最後に一言メッセージを""))```
1. AIアシスタントです。
2. 質問に答えたり、情報を提供します。
3. お手伝いが必要なことがあれば教えてください。
いつでもお気軽に質問してくださいね！あなたのお手伝いを楽しみにしています。

テキストの最後の三行に対して出力が三つ出たので、これがチャットでやり取りした結果であってますか？",眞子 美幸,2025-09-21 22:55:01.612349
"Re:```if __name__ == '__main__':
    from config import API_KEY, MODEL
    client = OpenAI(api_key=API_KEY)
    chat = ChatSession(client, MODEL)
    print(chat.send(""自己紹介して""))
    print(chat.send(""今の回答を短く３箇条で""))
    print(chat.send(""最後に一言メッセージを""))```",古川格(運営),2025-09-21 23:00:57.226279
Re:分かりました！,眞子 美幸,2025-09-21 23:01:12.757929
Re:無事に動いたので次のページにいきます。,寺脇 千登勢,2025-09-21 23:02:46.830089
Re:チャットできたよ,古川格(運営),2025-09-21 23:09:28.235009
Re:モデルを変えてやってみます:+1:,眞子 美幸,2025-09-21 23:12:44.416029
"Re:```from chat import ChatSession```
",古川格(運営),2025-09-21 23:14:01.900339
"Re:すみません。お先に失礼します。
ありがとうございました。",shinnya tsurumaru,2025-09-21 23:22:10.441279
Re:今更ですが、mainにそんな意味があるとは、、知りませんでした:sweat_smile:,眞子 美幸,2025-09-21 23:32:11.461889
Re:毎回勉強させていただいてありがとうございます,眞子 美幸,2025-09-21 23:33:10.116849
Re:本日も皆さんお疲れさまでした:blob_cheer:古川さんも企画、準備等ありがとうございます:blob-clap:,眞子 美幸,2025-09-21 23:40:16.958329
Re:自分で考えて書くのはまだまだですが、コードが無事に動いた時は、感動しました！ありがとうございました:blob_cheer:,寺脇 千登勢,2025-09-21 23:42:10.063919
"Re:本日も大変勉強になりました！ありがとうございました！
次回も楽しみです:blush:Streamlit、前に一度教えていただいて、最近また自分の環境の中で使えることがあるんじゃないかと思い、勉強しなおさなきゃと考えていたので、ありがたいです:sparkles:",後藤江見,2025-09-21 23:43:21.480219
"勉強会zoomリンクです :star-struck: 
<https://us06web.zoom.us/j/87154219625?pwd=LXjMkIZgOA8rSUBNOhBj0Bm6KwDj9z.1|https://us06web.zoom.us/j/87154219625?pwd=LXjMkIZgOA8rSUBNOhBj0Bm6KwDj9z.1>",古川格(運営),2025-09-21 20:26:03.518149
Re:すみません。今日まで参加難しそうです :bow: ,山下　晃(ﾔﾏｼﾀ　ﾋｶﾙ),2025-09-21 22:19:48.924189
"本日の自習室利用予定
9月21日21時30分よりPython勉強会

",U04AT4PJ8FR,2025-09-21 13:43:22.468049
Re:まだ、東京から帰り着いていません。もしかしたら今日はムリかも、です。,武松　道生,2025-09-21 21:25:21.586379
"リマインド :partying_face: 
明日です :blob-wave: 是非お気軽にご参加ください :+1: 
<https://sss-ixw8135.slack.com/archives/C02V07Y5G86/p1757304003237879|https://sss-ixw8135.slack.com/archives/C02V07Y5G86/p1757304003237879>",古川格(運営),2025-09-20 19:57:09.296629
"本日の自習室利用予定
9月20日22時0分よりWebサイト作ろう会

",U04AT4PJ8FR,2025-09-20 13:43:22.519289
"本日の自習室利用予定
9月20日21時30分より運営ミーティング

",U04AT4PJ8FR,2025-09-20 13:43:22.245889
This message was deleted.,Slackbot,2025-09-17 13:10:32.082279
Re:すいません、曜日誤りです :pray: ,古川格(運営),2025-09-17 13:12:03.943939
"<!channel>
第3回生成AIキャッチアップ会のお知らせ :rocket:
*9月23日（火）22:00～23:00（オンライン）*
前回も大変盛り上がり、介護業界の未来予測、ローカルAIの医療活用、ChatGPT-5の使用感、プロンプトエンジニアリング、図表・スライド自動作成、MCP・リアルタイムAPIなど、多岐にわたる話題で情報交換できました！ありがとうございました :sparkles:
今回も引き続き、生成AIについて雑談した後、その雑談内容をAIで記事にまとめるという「メタ的な構成」で進めます！
つまり、生成AIについて話しながら、その話を生成AIで記事化するという、まさに生成AIを活用した会にしていきたいと思います :nerd_face:

参加方法 :computer:
１時間、生成系AIの興味のある話題についてひたすらお話しするという企画です:blob_smile_happy_eyes:前回と同様、聞くだけ参加も大歓迎です！
気軽にご参加いただけたらと思います :blob-wave:
今後の予定 :calendar:
月1回のペースで継続開催予定です。
議事録の公開やポッドキャスト化も行います！
ぜひご参加ください :blob_cheer:
<https://ai-catchup-meeting.pages.dev/|AIによるまとめサイト>",古川格(運営),2025-09-17 13:00:02.433139
"<!channel> 
すいません、こちらの勉強会ですが、私の予定が入ってしまい、翌週(9月21日)にリスケさせてください :pray: 
よろしくお願いします :pray: 
<https://sss-ixw8135.slack.com/archives/C02V07Y5G86/p1757304003237879|https://sss-ixw8135.slack.com/archives/C02V07Y5G86/p1757304003237879>",古川格(運営),2025-09-12 19:00:41.067639
久々もくもくやってます:blob_smile_happy_eyes:,古川格(運営),2025-09-09 22:11:26.229039
"<!channel>
*Python勉強会やります（オンライン）*
前回に引き続き、OpenAIのAPIを「手書き」で叩いてみます:+1:
最新モデルのGPT-5もAPIから早速試してみましょう:sparkles:
 日時: 2025年9月21日 (日)　21時30分～
 場所: オンライン（ZOOM）
 OpenAI APIをPythonで手書き実装
 環境変数でAPIキー管理、基本のエラーハンドリング
 チャットの最小構成→プロンプト工夫→ストリーミング（時間が許せば）
 GPT-5のAPI呼び出しを実演
 参加スタイル:
 見るだけ/聞くだけ歓迎:blob-wave:
 一緒に手を動かす方は、以下の準備があるとスムーズ:blob_cheer:
 OpenAIのAPIキー（必須）
 IDE（Pycharm、VSC等）推奨です
 対象:
 初学者～中級者。前回未参加でもOK、冒頭で流れを共有します:ok_hand:
 APIキーの取得が不安な方は当日フォローします
 うまくいかない所は画面共有で一緒に解決します:pray:
短時間でも「APIを自分の手で叩けた！」をゴールに、楽しく進めましょう:rocket:
参加希望の方は、:参加: のリアクションをお願いします:blob-wave:",古川格(運営),2025-09-08 13:00:03.237879
"*９月のHAGAKURE学習室*
佐賀県産業スマート化センター様のコミュニティ補助にて提供いただいているZOOMアカウントにて、自習室を作成しております:star-struck:以下の設定、ルールにて運用を開始しますので、個人の学習に、仕事に、他の参加者とのミーティングに、お気軽にご利用ください:blob-wave:
<https://us06web.zoom.us/j/87154219625?pwd=LXjMkIZgOA8rSUBNOhBj0Bm6KwDj9z.1>

 *終日解放*
 *コミュニティ参加者のどなたでも利用が可能（リンクをこのSlack外へ漏らすことが決して無いようにご注意ください[ログは管理しております]）*
 *画面オンオフ、マイクオンオフは自由。参加者同士の会話も自由としますが、他の参加者の迷惑とならないようマナーを守って利用ください。*
 *画面共有はどなたでも利用可能な設定としています。*
 *参加者同士のテキストでのやり取りは、このスレッドのコメント欄にて行ってください。*
*その他要望、ご意見や何かトラブル等あった場合には*<@U02TAULQQ0L> *までご連絡をお願いします*:+1:",古川格(運営),2025-09-01 13:00:00.261579
"先日のキャッチアップ会のあと、「会議録×notebookllm × ポッドキャスト風のまとめ」に強く刺激を受けました。
 実は、僕自身も「独立系飲食店のためのデータ活用」を進めていて、訓練のために生データいただき、それを分析ました。結果を報告書としてまとめて相手様にお伝えしたのですが……
「これ、音声でもっと伝わる形にしたら面白いんじゃ？」とピンときて、ポッドキャスト化してみました！
分析内容だけでなく、
 ・飲食店×データ活用の可能性
 ・データ活用を阻害する4つの壁
 など、普段HPに載せていた内容も音声にしてみています。
:headphones: Spotifyで公開中です:point_down:
 <https://open.spotify.com/episode/2C5iyPvI142Ip5cWH2mhnB?si=1ld3CCFAQM2aS6JkWmEZkA>
生成AIやデータ活用を実践するヒントをいただけたこの機会に、心から感謝しています。
 学ばせていただいたことを、こうして自分なりに試して、またシェアできるのがとてもありがたいです！
 これからもよろしくお願いします！",武松　道生,2025-08-30 16:25:03.461699
"第2回生成AIキャッチアップミーティング終了しました:blob_smile_happy_eyes:多数のご参加ありがとうございました:+1:
今回も前回と同様に、
ZOOM文字起こしから個人情報を削除してsonnet４で議事録まとめ（Amazon Q dev CLI）
↓
議事録テキストからGPT5でグラレコ作成
↓
グラレコとテキストから、sonnet４でHTMLに記事まとめ
<https://ai-catchup-meeting.pages.dev/>
↓
会の概要テキストと議事録テキストから、notebooklmでポッドキャスト作成
してみました:blob_smile_happy_eyes:
次回は9月23日に開催したいと思います:blob-wave:また、各話題の掘り下げや追加、質問等あればどしどしSlackでやりとりできればと思います:+1:よろしくお願いします:+1:",古川格(運営),2025-08-27 00:35:03.613849
Re:,古川格(運営),2025-08-27 07:20:15.444489
始まります:blob_smile_happy_eyes:チャットはこちらでお願いします,古川格(運営),2025-08-26 22:00:08.772839
Re:<https://qiita.com/WdknWdkn/items/de2aeced1faf948ac125|https://qiita.com/WdknWdkn/items/de2aeced1faf948ac125>,古川格(運営),2025-08-26 22:26:39.470949
"Re:Mermaidは、エディタでプレビューできるので今もたまに使ってます。
Notionだとエラーになりやすいですが。。。
<https://mermaid.live/edit#pako:eNpVjtFOgzAUhl-lOVeasKUFNmovTBzT3SzRxF0Ju2igUOJoSSmZE3h3C4uLnqtz8n_fn9NDpnMBDIqTPmeSG4sO21QhN09JLE3V2pq3R7RYPA47YVGtlbgMaHO306iVumkqVd5f-c0EobjfT5hAVlbqc7xG8ey_KjGgbbLnjdXN8W9yOOsBPSfVm3T1_xNphLNekoKzgi8yblDMzYyAB6WpcmDWdMKDWpiaTyf0U5qClaIWKTC35qLg3cmmkKrRaQ1XH1rXv6bRXSnB1Z9ad3VNzq3YVrw0_Ibwzur3i8puilC5MLHulAW2mhuB9fAFzPfpMsIUUxL6mDwQuvbg4phwiVckCIM1CUkYBdHowff8A15SHPqU0ABHNFqvaDT-AASAfG0|https://mermaid.live/edit#pako:eNpVjtFOgzAUhl-lOVeasKUFNmovTBzT3SzRxF0Ju2igUOJoSSmZE3[…]6mDwQuvbg4phwiVckCIM1CUkYBdHowff8A15SHPqU0ABHNFqvaDT-AASAfG0>",山下　晃(ﾔﾏｼﾀ　ﾋｶﾙ),2025-08-26 22:27:37.780699
"Re:OPENAIのOSSは、GPUがHシリーズだといい感じで4bit量子化効くそうですが、ローカル環境前提の職場で保持しているところなんてない気がします。
<https://www.nvidia.com/ja-jp/data-center/h100/>
<https://openai.com/ja-JP/index/introducing-gpt-oss/>",山下　晃(ﾔﾏｼﾀ　ﾋｶﾙ),2025-08-26 22:34:16.312079
Re:インターネットVPNは脆弱性の宝庫なので無くしていきたいですね。,山下　晃(ﾔﾏｼﾀ　ﾋｶﾙ),2025-08-26 22:36:19.021779
"Re: 性能は圧倒的
 感覚はチューニングで改善されていく
という認識です。
ーーー
Thinkingモードを使いましょう。",山下　晃(ﾔﾏｼﾀ　ﾋｶﾙ),2025-08-26 22:39:36.754189
Re:画像というか動画で、Google Veo3は驚いた,Tetsuya Shibao,2025-08-26 22:43:43.757239
"Re:openaiのプロンプトジェネレーター
<https://platform.openai.com/chat>",山下　晃(ﾔﾏｼﾀ　ﾋｶﾙ),2025-08-26 22:45:45.132949
Re:LGWANと接続する業者さん、閉域で動くチャットサービスないんですかね,Tetsuya Shibao,2025-08-26 22:47:10.530959
"Re:あるよね～
<https://exawizards.com/exabase/gpt/gov/>
<https://www.lgsta.jp/zevo/>",Tetsuya Shibao,2025-08-26 22:47:54.970189
"Re:<@U05GA72QWGN> さん
LGWANからインターネット側のサーバに接続しているだけなので。。。",山下　晃(ﾔﾏｼﾀ　ﾋｶﾙ),2025-08-26 22:48:31.160219
Re:通信通過させていいんですねえ、完全に分離しないとダメだと思ってました（このあたり闇深いのでやめようｗ,Tetsuya Shibao,2025-08-26 22:49:57.445349
Re:武松さんの介護職じゃないですが、危機感が強い自治体はまったなしなんでしょうね:thinking_face:,眞子 美幸,2025-08-26 22:50:06.667799
Re:自治体だと今大変なのはガバクラもありますしね,Tetsuya Shibao,2025-08-26 22:51:36.154719
Re:すごしゅぎAI動画チューバーの出番...？,Tetsuya Shibao,2025-08-26 22:52:29.914339
Re:hagakure君もAIチューバーで参加いいですね:blob_cheer:,眞子 美幸,2025-08-26 22:54:01.278269
"Re:<@U05GA72QWGN>さん
クラウドは良いのですが、上位のアプリケーションがやばしゅぎー。
F！！N！！H！！",山下　晃(ﾔﾏｼﾀ　ﾋｶﾙ),2025-08-26 22:54:06.217209
Re:そろそろGoogle Meetがリアルタイム通訳対応しませんでしたっけ,Tetsuya Shibao,2025-08-26 22:55:30.313019
Re:大丈夫です！,眞子 美幸,2025-08-26 22:55:47.810199
Re:<https://www.youtube.com/@TokyoNinjaSushi>,Tetsuya Shibao,2025-08-26 22:56:10.929629
"Re:あーこれだ
<https://k-tai.watch.impress.co.jp/docs/news/2015749.html>",Tetsuya Shibao,2025-08-26 22:56:36.869999
"Re:<@U095FJCNZ39> さん
介護の制度が、行政サービスの弱点の最前線にいるようです。
これを追っていけば、この先どうなるかのパイロットになるんじゃないでしょうかね？",武松　道生,2025-08-26 22:56:59.074379
Re:みんなで、マン佐々の歌を...w,Tetsuya Shibao,2025-08-26 22:57:09.885369
Re:皆さん、本日もありがとうございました:blob-clap:,眞子 美幸,2025-08-26 22:59:45.107369
"Re:AWS の GenU（日本のAWS 社員有志で作った生成AIツール群）が閉域対応したんでした（忘れてた
<https://github.com/aws-samples/generative-ai-use-cases/blob/main/README_ja.md>",Tetsuya Shibao,2025-08-26 22:59:56.013019
"Re:MCPといったら、Serena
<https://qiita.com/masakinihirota/items/a2c0ef5e6f9a0aa868d1>",Tetsuya Shibao,2025-08-26 23:05:02.991589
Re:<https://zenn.dev/ficilcom/articles/da858df304b588>,Tetsuya Shibao,2025-08-26 23:05:35.064699
Re:それでは私はあがります、おつしたー,Tetsuya Shibao,2025-08-26 23:08:02.292689
"本日のZOOMリンクです :blob-wave:
<https://us06web.zoom.us/j/87154219625?pwd=LXjMkIZgOA8rSUBNOhBj0Bm6KwDj9z.1|https://us06web.zoom.us/j/87154219625?pwd=LXjMkIZgOA8rSUBNOhBj0Bm6KwDj9z.1>",古川格(運営),2025-08-26 19:40:13.874079
Re:耳だけ参加します。,山下　晃(ﾔﾏｼﾀ　ﾋｶﾙ),2025-08-26 22:08:28.556229
